eval_id,retrieval_method,upstream_split,upstream_row_index,query_text,expected_attack_ids,retrieved_attack_ids,retrieved_scores,recall_at_1,recall_at_3,recall_at_5,recall_at_10,hit_at_3,hit_at_10,mrr
test-0122,vector,test,122,Another sample discovered in late August 2021 consisted of the C2 host URI xxx[.]xxxx[.]tk and the host header setting configured to point to test[.]softlemon[.]net.,T1071.001,T1016.001;T1102.001;T1568.003;T1018;T1595.001;T1568;T1218.012;T1583.002;T1102;T1557.001,0.514843;0.443106;0.419438;0.407642;0.404859;0.401954;0.401056;0.395837;0.388957;0.386839,0.0,0.0,0.0,0.0,0,0,0.0
test-0123,vector,test,123,Figure 3 Portion of malicious macro responsible for compiling and executing embedded source code .,T1027.004,T1564.007;T1027.004;T1574.013;T1574.006;T1027.008;T1055.002;T1587.001;T1574.007;T1027.007;T1137.001,0.597471;0.568101;0.535244;0.531476;0.517525;0.516772;0.514895;0.504665;0.492394;0.491120,0.0,1.0,1.0,1.0,1,1,0.5
test-0124,vector,test,124,"Malicious macros already embedded, ready to execute. Malicious macro downloaded as part of an externally linked template that is then injected into the original lure maldoc.",T1027.009,T1137.001;T1218.013;T1564.007;T1027.014;T1027.004;T1176;T1574.004;T1574.006;T1027.012;T1216,0.542575;0.504870;0.494364;0.493161;0.485312;0.483134;0.476065;0.470980;0.467215;0.459384,0.0,0.0,0.0,0.0,0,0,0.0
test-0125,vector,test,125,"Of interest is the script file docker.container.local.spread.txt, which lists the name of a local Docker image, as shown in Figure 8. The Docker image is a local Docker image, meaning it is not hosted and downloaded from an external docker repository such as Docker Hub. Researchers did search Docker Hub for the presence of this Docker image and none were found.",T1610,T1059.013;T1612;T1613;T1525;T1204.003;T1046;T1552.007;T1036.005;T1580;T1609,0.457889;0.447161;0.399182;0.392116;0.387758;0.377618;0.373211;0.355976;0.347314;0.342938,0.0,0.0,0.0,0.0,0,0,0.0
test-0126,vector,test,126,"In one part of guide.txt, an example target appears to be provided, with a corresponding adversary IP (185.162.235[.]106) for the legitimate domain to be redirected to. Analysis of this IP provides several interesting data points, including possible relationships to previously observed OilRig infrastructure. Examining the hosting provider shows that the IP is associated with an Iranian hosting provider called NovinVPS. The autonomous system name of the IP shows that the allocation is controlled by Serverius Holding B.V., which is an autonomous system name we have previously seen associated with the OilRig group. In fact, examining the Class C IP block of 185.162.235[.]0/24 shows at least two other IPs we have previously identified as in use by the OilRig group for C2 servers. 185.162.235[.]29 and 185.162.235[.]121 and their associated domains, office365-management[.]com and msoffice-cdn[.]com respectively. Office365-management[.]com was first identified in October 2017 as a C2 servers for OilRig operations delivering the ISMInjector backdoor. Later in February 2018 we were able to link the entire grouping of infrastructure to another campaign delivering the OopsIE backdoor via the reuse of WHOIS registrant artifacts, shared SSL certificates, and a shared Class C IP block. Figure 17 shows the relationship between the files related to DNS hijacking and known infrastructure associated with OilRig.",T1036.005,T1583.002;T1568.002;T1583.001;T1590.005;T1583;T1665;T1583.005;T1596.004;T1584.004;T1608.001,0.469378;0.464401;0.463781;0.457507;0.456687;0.454954;0.454539;0.454503;0.454052;0.450390,0.0,0.0,0.0,0.0,0,0,0.0
test-0127,vector,test,127,"Zebrocy activity is a known subset of Sofacy activity. We predicted that they would continue to innovate within their malware development after observing past behavior, developing with Delphi, AutoIT, .Net C#, Powershell, and now “Go” languages. Their continued targeting, phishing techniques, infrastructure setup, technique and malware innovation, and previously known backdoors help provide strong confidence that this activity continues to be Zebrocy.",T1587.001,T1176;T1588.001;T1218.010;T1587.001;T1204.004;T1102.002;T1583.006;T1546.015;T1102;T1608.001,0.552151;0.534006;0.516338;0.512967;0.511758;0.510477;0.496532;0.495176;0.493775;0.491262,0.0,0.0,1.0,1.0,0,1,0.25
test-0128,vector,test,128,"Gauss highly modular architecture reminds us of Duqu — it uses an encrypted registry setting to store information on which plugins to load; is designed to stay under the radar, avoid security and monitoring programs and performs highly detailed system monitoring functions. In addition, Gauss contains a 64-bit payload, together with Firefox-compatible browser plugins designed to steal and monitor data from the clients of several Lebanese banks: Bank of Beirut, EBLF, BlomBank, ByblosBank, FransaBank and Credit Libanais. In addition, it targets users of Citibank and PayPal.",T1082;T1005;T1033;T1119;T1027;T1140;T1176,T1538;T1213.006;T1176;T1102;T1176.001;T1671;T1674;T1560;T1567.003;T1537,0.399866;0.377048;0.375368;0.364058;0.362867;0.361865;0.353626;0.352933;0.352371;0.339454,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,1,0.3333333333333333
test-0129,vector,test,129,Figure 18. VirtualAlloc() and byte-copying (call 100045c0) function.,T1106,T1055.002;T1055.014;T1574.013;T1055.001;T1027.002;T1564.007;T1129;T1620;T1027.016;T1055.011,0.457263;0.428862;0.406516;0.385468;0.379103;0.366015;0.357604;0.356419;0.354737;0.350585,0.0,0.0,0.0,0.0,0,0,0.0
test-0130,vector,test,130,"An actor successfully tested China Chopper on a second server and stopped the activity. However, we also found another Monero cryptocurrency miner just as we found commodity malware on other systems compromised with China Chopper. The actors first reset the Access Control List for the Windows temporary files folder and take ownership of the folder. They then allow the miner executable through the Windows Firewall and finally launch the mining payload.",T1562.004;T1496;T1222.001,T1564.006;T1569.002;T1059.001;T1218.007;T1105;T1218.005;T1003.002;T1496.001;T1057;T1218.015,0.412091;0.385301;0.380893;0.379680;0.374970;0.373903;0.371451;0.367375;0.358948;0.356385,0.0,0.0,0.0,0.0,0,0,0.0
test-0131,vector,test,131,"Then, it reads user-related info from the file sqlxmlx.inc in the same folder (we can see strings referencing to “UserID” commentary in this part of the code). But this file was never created. As you recall, there is a function that should have collected this data and should have saved it into this sqlxmlx.inc file. However, on the first launch, the collected user information is saved into “xmlrwbin.inc”. This effectively means that the malware writer mistakenly coded the bot to save user information into the wrong file. There is a chance for the mistaken code to still work — user information could be copied into the send information heap. But not in this case – at the time of writing, the gathered user information variable which should point to the xmlrwbin.inc filename has not yet been initialized, causing the file write to fail. We see that sqlxmlx.inc is not created to store user information.",T1033;T1119;T1074;T1074.001;T1087,T1220;T1204.004;T1033;T1221;T1204.002;T1546.009;T1546.015;T1543.001;T1218.007;T1112,0.421857;0.413896;0.399220;0.385670;0.383466;0.379118;0.376141;0.374083;0.370119;0.369465,0.0,0.2,0.2,0.2,1,1,0.3333333333333333
test-0132,vector,test,132,"The Gasket tool referenced a proxying and tunneling capability known as MagicSocks, which is based on the open-source Chisel project. The actors also created a standalone version of MagicSocks that they would use in addition to Gasket. The standalone MagicSocks tool comes as a dynamic link library (DLL), which the actor also wrote in Golang. The developer of MagicSocks uses code from the Chisel project to tunnel traffic from the local system to an external actor-controlled Chisel server. The tool will build the string R:0.0.0.0:50000:socks that it supplies to the Chisel client code that will generate the following JSON that the client uses as a configuration:",T1572;T1095;T1090;T1090.002,T1219.001;T1090;T1090.002;T1559.001;T1572;T1127.003;T1090.001;T1071;T1608.002;T1219,0.414855;0.411015;0.394822;0.393601;0.382162;0.371406;0.365664;0.360250;0.356593;0.356099,0.0,0.5,0.75,0.75,1,1,0.5
test-0133,vector,test,133,"UNC215 made technical modifications to their tools to limit outbound network traffic and used other victim networks to proxy their C2 instructions, likely to minimize the risk of detection and blend in with normal network traffic. The following are examples of HYPERBRO and FOCUSFJORD samples capable of acting as proxies to relay communications to their C2 servers. We do not have enough context about the following samples to attribute all of them to UNC215, though they are representative of activity we have seen from the group.",T1090;T1090.001;T1090.002;T1090.003,T1090.002;T1090.001;T1090;T1665;T1016.001;T1090.003;T1020;T1041;T1040;T1102,0.555262;0.549621;0.536766;0.533496;0.527251;0.510351;0.476834;0.475043;0.468700;0.460152,0.25,0.75,0.75,1.0,1,1,1.0
test-0134,vector,test,134,One such self-extracting archive (ca87eb1a21c6d4ffd782b225b178ba65463f73de6f4c736eb135be5864f556dc) was first observed around April of 2014.  The password (reused by many of the password protected SFX payloads) it used to extract itself is “1234567890__”. The files included in this SFX file we observed include a batch file named “123.cmd” and another SFX named “setting.exe”. This second SFX contains a .MSI installer package which installs Remote Manipulator System and a batch script which handles the installation.,T1140;T1027;T1059;T1059.003,T1218.007;T1218.004;T1003.002;T1220;T1560.001;T1059.001;T1218.003;T1552.006;T1006;T1140,0.476505;0.469090;0.461614;0.421217;0.413321;0.401076;0.400969;0.397324;0.393513;0.382278,0.0,0.0,0.0,0.25,0,1,0.1
test-0135,vector,test,135,The next program sent to victims enumerates all the drives on the infected system and executes the following command on them:,T1082;T1083;T1135;T1105,T1680;T1025;T1006;T1039;T1083;T1005;T1082;T1561;T1070.004;T1679,0.529833;0.469941;0.463937;0.459579;0.451077;0.446420;0.445439;0.438239;0.436556;0.426278,0.0,0.0,0.25,0.5,0,1,0.2
test-0136,vector,test,136,"The BackConfig custom trojan has a flexible plug-in architecture for components offering various features, including the ability to gather system and keylog information and to upload and execute additional payloads.",T1105;T1082;T1119,T1195.003;T1602;T1176;T1573;T1542.002;T1587.001;T1674;T1556.003;T1518.002;T1176.002,0.524645;0.492026;0.481770;0.464464;0.456325;0.453147;0.450016;0.449674;0.444620;0.433801,0.0,0.0,0.0,0.0,0,0,0.0
test-0137,vector,test,137,"The very first stage of the implant’s code is a custom loader written by APT3, which extracts an encrypted version of DoublePulsar code from incoming SMB packets, and decrypts and executes it. This is in fact a self-modifying piece of code, i.e. before it actually handles any of the aforementioned functionalities, it must decrypt subsequent parts of itself. The code is wrapped in 2 layers using simple crypters, so the first crypter decodes the second, and the latter decodes the actual loader code.",T1140;T1027;T1105;T1027.002;T1620;T1587.001,T1622;T1556.004;T1600.002;T1497;T1027;T1573;T1027.014;T1620;T1560.003;T1055,0.486263;0.484053;0.441202;0.420709;0.417362;0.416473;0.416157;0.415938;0.404310;0.401532,0.0,0.0,0.16666666666666666,0.3333333333333333,0,1,0.2
test-0138,vector,test,138,"After executing all the commands given by the server, the bot sends a new request to the server. This request contains a complete log of executed commands. If any of the commands require the bot to send data to the server (i.e., SONIA), they are sent in separate HTTP requests preceding the log request. These requests can also be redirected do a different C&C, if specified in the command parameters.",T1041;T1071;T1071.001;T1008;T1020;T1119,T1071.001;T1070.003;T1102.002;T1505.004;T1036.012;T1071.005;T1218.005;T1569.002;T1059.003;T1505.003,0.427249;0.411452;0.393629;0.386559;0.383091;0.378651;0.374045;0.372184;0.361918;0.352467,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1,1.0
test-0139,vector,test,139,"This Zip archive contained a file named [redacted]-ITsoftwareUpdate.exe (SHA256: 5f42deb792d8d6f347c58ddbf634a673b3e870ed9977fdd88760e38088cd7336), which is a variant of the OopsIE Trojan we described in detail in a blog we published in September 2018. This suggests that the server displayed in the VPS control panel may have indeed been in use by the OilRig threat actors at the time of attack. In addition, two of the other IPs listed in this panel, 185.161.209[.]57 and 185.161.210[.]25 are in the same 185.161.208[.]0/22 range as an IP associated with the DNSpionage campaign, 185.161.211[.]72. This is a tenuous relationship at best and does not indicate that the OilRig group is the one executing the DNSpionage campaign, but with the combination of the use of DeltaHost and IPs belonging to a fairly small range, there may be reason to believe that these are related to some extent.",T1140;T1036,T1608.001;T1681;T1608.002;T1592.002;T1584.003;T1189;T1564.006;T1584.005;T1583.005;T1659,0.518345;0.505696;0.476060;0.472697;0.468782;0.466612;0.466254;0.459651;0.458108;0.455771,0.0,0.0,0.0,0.0,0,0,0.0
test-0140,vector,test,140,"“Microsoft Office Excel 2002 SP3, 2003 SP3, and 2007 SP1 and SP2; Office 2004 and 2008 for Mac; Open XML File Format Converter for Mac; Office Excel Viewer 2003 SP3; Office Excel Viewer SP1 and SP2; and Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats SP1 and SP2 allows remote attackers to execute arbitrary code via a spreadsheet with a FEATHEADER record containing an invalid cbHdrData size element that affects a pointer offset, aka “Excel Featheader Record Memory Corruption Vulnerability.”  .",T1203,T1137.001;T1564.007;T1137.002;T1204.002;T1559.002;T1220;T1221;T1036.008;T1036.007;T1137.006,0.532831;0.478348;0.449379;0.415780;0.395826;0.394489;0.393578;0.361640;0.355955;0.353062,0.0,0.0,0.0,0.0,0,0,0.0
test-0141,vector,test,141,Exploitation of CVE-2016-0167 a Microsoft Windows Privilege Escalation vulnerability to gain SYSTEM level privileges. Earlier versions of Shifu exploited CVE-2015-0003 to achieve the same goal. Use of a Windows atom to identify if the host is already infected with Shifu in addition to the mutex used by previous versions. Use of “push-calc-ret” API obfuscation to hide function calls from malware analysts. Use of alternative Namecoin .bit domains.,T1068;T1106,T1127;T1176;T1687;T1218.010;T1546.011;T1027.004;T1674;T1140;T1218;T1564.006,0.598620;0.566267;0.561789;0.559017;0.554599;0.550393;0.538744;0.538149;0.534058;0.533380,0.0,0.0,0.0,0.0,0,0,0.0
test-0142,vector,test,142,"This artifact is interesting as the shellcode executed relies on Windows APIs and the payload installed is a Windows DLL that would not run on OSX. This flag does suggest that the threat actors do consider the OSX operating system when developing their malicious exploit code in cross platform file types, such as Flash SWF files. While we cannot confirm this, it is possible that the threat actors could use DealersChoice.A to exploit and load an OSX Trojan if prepared with the appropriate shellcode.",T1106,T1027.004;T1574;T1036;T1027.009;T1127.003;T1204.002;T1036.001;T1546.016;T1564.003;T1203,0.537155;0.523975;0.514807;0.506769;0.490292;0.488480;0.485572;0.484316;0.482345;0.476537,0.0,0.0,0.0,0.0,0,0,0.0
test-0143,vector,test,143,"While we do not have telemetry showing how the CASHY200 PowerShell backdoor was delivered, in September 2019 we observed a host based in Kuwait beaconing to the windows64x[.]com domain using the same DNS tunneling protocol as the CASHY200 payload. Fortunately, the beaconing to this domain was blocked by our DNS security service, so the adversary was no longer able to communicate with their payload using this DNS tunnel. By analyzing the lineage of this tool, we found that actors may have used CASHY200 when targeting Kuwait government organizations starting in the spring of 2018 and continuing throughout 2019, according to our open source collection efforts.",T1572;T1071;T1071.004,T1584;T1596.004;T1482;T1608.002;T1056.003;T1596.001;T1583;T1674;T1102.001;T1590.002,0.434203;0.415539;0.411334;0.406570;0.402297;0.397949;0.397555;0.391019;0.386980;0.386543,0.0,0.0,0.0,0.0,0,0,0.0
test-0144,vector,test,144,"The smartpss.exe file contained metadata describing itself as MSHTA.exe from Microsoft, a legitimate operating system component, but the MD5 hash was unknown. Disassembly analysis of the program showed it was a small application that loaded the IE COM object and launched the function RunHTMLApplication() against the command line argument provided. This functionality matched the behavior of the legitimate MSHTA.exe despite the hash discrepancy. Further analysis showed that the malware was based on a 2018 version of the binary (original hash: 5ced5d5b469724d9992f5e8117ecefb5) with only six bytes of data appended, as shown in Figure 4.",T1036;T1218.005;T1559.001,T1218.005;T1218.007;T1553.005;T1127.001;T1036.003;T1574.014;T1127;T1218.003;T1216;T1220,0.596110;0.536347;0.535716;0.515010;0.514315;0.507937;0.505260;0.498042;0.491621;0.485841,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1.0
test-0145,vector,test,145,12. Execute the exported function “updater” within “MSO1234.win” using rundll32.exe .,T1218.011,T1218.011;T1218.004;T1218.007;T1127.001;T1546.009;T1547.010;T1547.012;T1055.001;T1218.010;T1216.001,0.435834;0.395822;0.374904;0.373051;0.363609;0.358330;0.354363;0.347948;0.335503;0.323951,1.0,1.0,1.0,1.0,1,1,1.0
test-0146,vector,test,146,"In a 2021 campaign, two weeks after PROPHET SPIDER ceased interactive operations, an unattributed actor downloaded a Cobalt Strike stager DLL from a remote IP address. When run with the argument 11985756, the DLL downloaded a Cobalt Strike payload. The adversary used ADFind to enumerate Active Directory, then moved laterally, using a compromised administrative account, and downloading additional Cobalt Strike Beacon payloads onto some systems, or using PSExec to run Cobalt Strike. The adversary further used PowerSploit to enumerate the victim environment. Before deploying ransomware, the adversary staged data in ZIP archives and likely exfiltrated these archives. Batch scripts subsequently deployed MountLocker across the victim environment.",T1105;T1570;T1074;T1059;T1005;T1078.002,T1679;T1027.015;T1027.004;T1574.001;T1027.003;T1588.002;T1055.003;T1486;T1006;T1574.008,0.573459;0.513819;0.469420;0.467375;0.465989;0.465686;0.464995;0.463300;0.454501;0.453184,0.0,0.0,0.0,0.0,0,0,0.0
test-0147,vector,test,147,"Managed Defense, utilizing FireEye Endpoint Security technology, detected and responded to the threat activity identified within the customer’s environment. The subsequent investigation revealed FIN6 was in the initial phase of an intrusion using stolen credentials, Cobalt Strike, Metasploit, and publicly available tools such as Adfind and 7-Zip to conduct internal reconnaissance, compress data, and aid their overall mission.",T1105;T1078,T1590.006;T1592.001;T1592.002;T1681;T1518.001;T1596.005;T1597.001;T1591.002;T1592.004;T1211,0.566151;0.552213;0.543383;0.528423;0.528420;0.518338;0.513861;0.507570;0.506696;0.506432,0.0,0.0,0.0,0.0,0,0,0.0
test-0148,vector,test,148,The second stage of the attack is downloaded from “http://www.hotinfonews.com/news/dailynews2.php”and executed by the payload of the Java exploit. It acts as a downloader for the next stage of the attack.,T1105;T1203,T1204.001;T1203;T1499.002;T1204.002;T1036.012;T1608.001;T1218.001;T1592.002;T1216;T1189,0.442673;0.439019;0.424798;0.422181;0.418524;0.415648;0.414389;0.411633;0.411513;0.410015,0.0,0.5,0.5,0.5,1,1,0.5
test-0149,vector,test,149,"Afterwards, it uses CreateServiceA to add svchost.exe as a service named “EYService”, and it will then start the service and exit. This service, as we will explain soon, is the core component in the flow and is responsible for processing the commands sent by the attacker.",T1569.002;T1106;T1543;T1569,T1569.002;T1543;T1543.003;T1055.003;T1505.005;T1543.002;T1055;T1569;T1574.007;T1489,0.599358;0.538783;0.524795;0.505324;0.500016;0.497573;0.495882;0.492327;0.485093;0.482924,0.25,0.5,0.5,0.75,1,1,1.0
test-0150,vector,test,150,The main Trojan body is encrypted “XOR 0xDE” and stored as hex text inside the RTF file. The shellcode simply writes the main dropper to a file named “msmx21.exe” in the %TEMP% folder and runs it. It also extracts a fake document which is shown to the victim if the exploit has been successful.,T1140;T1027;T1036,T1027.004;T1055.002;T1140;T1218.001;T1218.007;T1569.002;T1574.007;T1218.014;T1204.002;T1218.012,0.545117;0.541381;0.537583;0.527196;0.511203;0.509971;0.501194;0.500168;0.498899;0.498890,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0.3333333333333333
test-0151,vector,test,151,"This is another aspect that has stayed unmodified in GandCrab 2. Once the information collection phase is over, GandCrab moves to terminate a wide range of processes that might be running on the victim machine and might be holding write access to files. This technique has been previously documented as a part of the Cerber ransomware, and prevents a scenario where GandCrab will attempt to encrypt a file and fail to obtain write access to the file because it is already open in another application. Process termination is done by the standard method of invoking the CreateToolhelp32Snapshot windows API and then iterating over the processes with Process32First and Process32Next. The list shares enough common processes with the one used by Cerber that it’s probable to assume the list was based on the one used in Cerber originally. The list of targeted processes is constant throughout both versions of GandCrab:",T1057;T1106,T1055.013;T1055.012;T1055.003;T1055.002;T1134;T1574.010;T1574.013;T1055.015;T1036.009;T1574.008,0.491219;0.477569;0.452434;0.435888;0.435781;0.434677;0.428150;0.422933;0.421974;0.419374,0.0,0.0,0.0,0.0,0,0,0.0
test-0152,vector,test,152,"This “transfer” decryption routine returns a URL that is concatenated with the other variables, resulting in”hXXp://www.hotinfonews.com/news/dailynews2.php?id=&t=win”. It is this content that is written to disk and executed on the victim’s machine. A description of that downloader follows. It is most interesting that this exploit/php combination’s encryption routine is different from the obfuscation commonly used throughout Red October modules. It further suggests that potentially this limited use package was developed separately from the rest for a specific target.",T1105,T1027.006;T1140;T1027;T1204.002;T1218.001;T1048.003;T1027.003;T1027.004;T1027.018;T1027.015,0.554074;0.538160;0.529751;0.512828;0.504985;0.502977;0.500990;0.489218;0.488538;0.488447,0.0,0.0,0.0,0.0,0,0,0.0
test-0153,vector,test,153,"Comnie Malware Family Comnie uses the RC4 algorithm in multiple locations both to obfuscate strings used by the malware, as well as for network communication. Additionally, the malware looks for multiple security products on victim machines and sometimes alters its behavior depending on the products present. More information about how Comnie handles identified security products may be found in the technical analysis in the Appendix. These security products included those that are known to be most widely used within South Korea and Taiwan. Comnie is able to achieve persistence via a .lnk file that is stored within the victim’s startup path. When originally run, Comnie will convert itself from an executable file to a DLL and will write this newly created DLL to the host machine’s %APPDATA% directory. The built-in Windows utility rundll32.exe is then used to load this DLL by the original .lnk file. Unit 42 has observed a total of two variants of Comnie. One of the ways the variants differ is in how they obtain their command and control (C2) information. Both variants make use of third-party online services in an attempt to prevent DNS based blocking of their first stage communications. However, the obfuscation mechanism varies slightly. In older variants, Comnie was found to look for the ‘++a++’ markers. The example C2s used by older variants of Comnie demonstrates this:",T1027;T1140;T1547.009;T1547.001;T1104;T1057;T1518.001;T1573;T1071.004;T1071;T1001,T1546.010;T1218.011;T1218.010;T1543.003;T1574.014;T1574.001;T1129;T1127.002;T1218.007;T1027.012,0.624002;0.605417;0.585523;0.584733;0.571067;0.567208;0.566179;0.565110;0.564583;0.562913,0.0,0.0,0.0,0.0,0,0,0.0
test-0154,vector,test,154,"Tools such as XHide Process Faker, which can hide or change the name of Linux processes and PyInstaller, which can convert Python scripts into executables.",T1036.005;T1036;T1027;T1027.005,T1059.006;T1546.018;T1036.003;T1036.009;T1055;T1564.010;T1059;T1027.010;T1036.011;T1027.002,0.584155;0.453177;0.446682;0.443586;0.441445;0.436305;0.435003;0.425337;0.425299;0.421565,0.0,0.0,0.0,0.0,0,0,0.0
test-0155,vector,test,155,"The NewsBeef APT previously engaged in long-term, elaborate social engineering schemes that take advantage of popular social network platforms. Previous analysis of the NewsBeef APT indicates that the group focuses on Saudi Arabian (SA) and Western targets, and lacks advanced offensive technology development capabilities.",T1585.001,T1593.001;T1683;T1682;T1596.005;T1597;T1591;T1596;T1583.006;T1593;T1593.003,0.442298;0.415051;0.411010;0.409290;0.400194;0.397711;0.394821;0.386955;0.383660;0.383149,0.0,0.0,0.0,0.0,0,0,0.0
test-0156,vector,test,156,"The sniffer code is similar to the one used in the driver’s “tdip.sys” and “mstcp32.sys” and uses NT4 NDIS-4, XP NDIS-5 interfaces, targeting incoming traffic on Ethernet and VPN (ndiswanip) interfaces. It captures only directed packets (containing a destination address equal to the station address of the NIC). Packers-filtering engine rules may be set via DeviceIoControl messages. Filtered packets are stored in-memory until requested. Maximum packets storage list length is 128 items per filtering rule.",T1040;T1106;T1205.002,T1205.002;T1040;T1205.001;T1030;T1071.002;T1070.007;T1568.003;T1071.001;T1560;T1205,0.482116;0.459744;0.454885;0.439771;0.414588;0.414041;0.411507;0.411056;0.409529;0.405312,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1.0
